Id_comanda,Niu_client,Niu_repartidor,Facultad_destino,Facultat_Origen,Precio,Tipo,Articulo,fecha_inicio,fecha_entrega,Estado
625,1,2,medicina,ciencias politicas,2.55,Tienda,Cámara web,2023-05-11 20:42:49,2023-05-12 14:05:25,espera
626,1,2,biociencias,psicologia,16.82,Comida,Paella,2023-01-03 05:24:32,2023-01-03 07:09:13,finalizado
627,1,2,biociencias,psicologia,23.63,Comida,Tacos,2023-06-06 03:30:50,2023-06-06 03:57:31,finalizado
628,1,2,veterinaria,psicologia,8.88,Tienda,Bolsa térmica,2023-03-04 10:57:02,2023-03-05 03:39:38,finalizado
629,1,2,ciencias politicas,ciencias,0.0,Biblioteca,Enciclopedia,2023-08-24 18:59:36,2023-08-24 19:25:00,activo
630,1,2,doctorado,filosofia,0.0,Biblioteca,Libro,2023-01-21 10:11:18,2023-01-21 10:56:24,activo
631,1,2,traduccion,economia,17.38,Comida,Pizza 4 quesos,2023-06-07 16:13:10,2023-06-07 17:13:45,finalizado
632,1,2,ciencias politicas,traduccion,0.0,Biblioteca,Título de libro,2023-06-06 09:25:13,2023-06-06 14:37:01,activo
633,1,2,veterinaria,economia,5.3,Comida,Ceviche,2023-03-28 07:10:23,2023-03-28 07:10:23,finalizado
634,1,2,medicina,ingenieria,7.6,Comida,Pasta carbonara,2023-07-14 12:43:38,2023-07-14 13:35:05,finalizado
635,1,2,comunicacion,psicologia,2.7,Tienda,Maletín ejecutivo,2023-04-08 14:00:57,2023-04-09 03:56:20,finalizado
636,1,2,ciencias,comunicacion,10.54,Comida,Ramen,2023-01-12 09:50:03,2023-01-12 09:50:03,finalizado
637,1,2,filosofia,comunicacion,0.0,Biblioteca,Enciclopedia,2023-10-04 22:17:11,2023-10-05 00:20:50,finalizado
638,1,2,medicina,traduccion,18.46,Comida,Bagel,2023-06-16 06:53:20,2023-06-16 07:26:27,finalizado
639,1,2,derecho,derecho,13.14,Comida,Ramen,2023-11-26 12:05:45,2023-11-26 13:56:41,espera
640,1,2,economia,comunicacion,6.05,Comida,Tarta de manzana,2023-07-29 10:48:29,2023-07-29 12:08:27,activo
641,1,2,derecho,medicina,5.03,Comida,Pollo al curry,2023-11-19 06:16:10,2023-11-19 06:59:10,activo
642,1,2,medicina,ciencias politicas,8.2,Tienda,Bolsa térmica,2023-08-09 05:51:51,2023-08-09 05:54:48,activo
643,1,2,filosofia,biociencias,0.0,Biblioteca,Título de libro,2023-06-06 02:09:28,2023-06-06 02:27:24,finalizado
644,1,2,ciencias,comunicacion,0.0,Biblioteca,Libro,2023-04-01 00:59:52,2023-04-01 06:21:59,espera
645,1,2,filosofia,ciencias,7.11,Comida,Pasta carbonara,2023-10-07 12:30:29,2023-10-07 13:10:27,activo
646,1,2,ciencias,ingenieria,19.73,Comida,Empanadas,2023-03-27 22:05:38,2023-03-27 22:05:38,finalizado
647,1,2,traduccion,psicologia,0.0,Biblioteca,Título de libro,2023-02-28 10:51:14,2023-02-28 11:56:57,activo
648,1,2,veterinaria,biociencias,0.0,Biblioteca,Libro,2023-11-08 11:53:21,2023-11-08 14:41:50,finalizado
649,1,2,veterinaria,filosofia,11.02,Comida,Tortilla española,2023-05-14 07:24:40,2023-05-14 07:24:40,finalizado
650,1,2,traduccion,ciencias,9.96,Comida,Ramen,2023-07-22 05:07:14,2023-07-22 05:07:14,finalizado
651,1,2,derecho,traduccion,7.08,Tienda,Maletín ejecutivo,2023-10-13 05:23:14,2023-10-13 11:23:28,finalizado
652,1,2,filosofia,medicina,5.58,Tienda,Bolsa térmica,2023-06-11 06:22:49,2023-06-11 14:05:39,activo
653,1,2,comunicacion,biociencias,10.68,Comida,Sopa de miso,2023-10-15 13:42:31,2023-10-15 14:38:11,finalizado
654,1,2,medicina,comunicacion,22.9,Comida,Poke bowl,2023-01-10 09:17:09,2023-01-10 11:46:04,finalizado
655,1,2,derecho,veterinaria,11.61,Comida,Ramen,2023-10-18 05:40:04,2023-10-18 07:15:11,espera
656,1,2,biociencias,biociencias,8.46,Comida,Wrap de pollo,2023-05-31 11:05:54,2023-05-31 11:06:41,activo
657,1,2,ciencias politicas,filosofia,0.0,Biblioteca,Enciclopedia,2023-05-24 05:47:00,2023-05-24 06:56:18,finalizado
658,1,2,psicologia,medicina,5.34,Comida,Chili con carne,2023-08-07 05:00:43,2023-08-07 05:03:14,finalizado
659,1,2,medicina,filosofia,5.39,Comida,Sándwich de pollo,2023-01-06 13:29:44,2023-01-06 13:49:59,finalizado
660,1,2,derecho,traduccion,0.0,Biblioteca,Artículo académico,2023-10-12 22:30:06,2023-10-12 23:28:17,finalizado
661,1,2,derecho,veterinaria,0.0,Biblioteca,Título de libro,2023-09-16 00:39:57,2023-09-16 00:56:22,finalizado
662,1,2,ciencias,psicologia,2.22,Tienda,Altavoces Bluetooth,2023-06-26 17:23:57,2023-06-26 18:13:57,finalizado
663,1,2,comunicacion,ciencias politicas,0.0,Biblioteca,Artículo académico,2023-09-15 07:43:19,2023-09-15 12:30:32,finalizado
664,1,2,derecho,filosofia,5.38,Tienda,Botella de agua,2023-01-03 07:04:17,2023-01-03 07:27:17,activo
665,1,2,medicina,doctorado,7.46,Tienda,Estación de carga,2023-06-20 13:01:16,2023-06-20 14:25:13,activo
666,1,2,ingenieria,medicina,22.97,Comida,Empanadas,2023-01-27 07:37:26,2023-01-27 07:37:26,finalizado
667,1,2,psicologia,ciencias politicas,11.76,Comida,Pollo al curry,2023-02-14 17:14:55,2023-02-14 17:46:46,finalizado
668,1,2,psicologia,traduccion,13.77,Comida,Calzone,2023-01-15 18:39:32,2023-01-15 20:20:34,finalizado
669,1,2,derecho,ciencias politicas,9.83,Comida,Tacos,2023-01-13 06:39:40,2023-01-13 07:30:23,finalizado
670,1,2,ciencias politicas,comunicacion,0.0,Biblioteca,Guía,2023-01-04 23:35:55,2023-01-04 23:36:22,espera
671,1,2,comunicacion,biociencias,8.44,Tienda,Botella de agua,2023-05-23 12:02:02,2023-05-23 14:12:33,activo
672,1,2,filosofia,ciencias politicas,8.99,Tienda,Bolsa térmica,2023-08-30 21:20:36,2023-08-31 02:58:28,finalizado
673,1,2,ciencias,derecho,0.0,Biblioteca,Artículo académico,2023-01-12 15:20:44,2023-01-12 18:42:02,espera
674,1,2,comunicacion,doctorado,3.03,Tienda,Estación de carga,2023-09-06 19:53:25,2023-09-07 02:34:06,finalizado
675,1,2,ciencias,biociencias,9.53,Comida,Crepes,2023-01-07 05:07:32,2023-01-07 07:04:38,activo
676,1,2,biociencias,traduccion,0.0,Biblioteca,Revista,2023-01-16 04:45:57,2023-01-16 11:33:35,finalizado
677,1,2,economia,ingenieria,9.17,Tienda,Pinturas al óleo,2023-08-05 20:24:56,2023-08-06 05:03:45,activo
678,1,2,veterinaria,traduccion,8.58,Tienda,Gafas de lectura,2023-01-07 17:44:12,2023-01-08 10:16:04,activo
679,1,2,psicologia,doctorado,0.0,Biblioteca,Libro,2023-07-07 19:20:58,2023-07-08 00:04:54,activo
680,1,2,doctorado,veterinaria,0.0,Biblioteca,Artículo académico,2023-09-02 14:22:01,2023-09-02 16:48:59,finalizado
681,1,2,ciencias politicas,ciencias,17.6,Comida,Pollo al curry,2023-05-15 12:37:46,2023-05-15 16:30:52,espera
682,1,2,traduccion,comunicacion,2.46,Tienda,Cámara web,2023-03-05 15:58:47,2023-03-06 04:05:45,activo
683,1,2,doctorado,ingenieria,20.81,Comida,Ceviche,2023-04-03 03:12:35,2023-04-03 04:39:36,finalizado
684,1,2,doctorado,economia,0.0,Biblioteca,Enciclopedia,2023-01-29 06:20:14,2023-01-29 06:40:42,activo
685,1,2,derecho,economia,7.84,Comida,Bagel,2023-01-19 15:47:49,2023-01-19 18:05:10,finalizado
686,1,2,comunicacion,ciencias,9.02,Comida,Hamburguesa,2023-08-08 09:28:26,2023-08-08 11:27:00,finalizado
687,1,2,psicologia,comunicacion,0.0,Biblioteca,Libro,2023-02-20 23:13:22,2023-02-20 23:47:59,finalizado
688,1,2,veterinaria,filosofia,15.12,Comida,Pollo al curry,2023-08-04 07:31:40,2023-08-04 07:34:03,finalizado
689,1,2,derecho,ciencias,5.25,Tienda,Lámpara de escritorio,2023-05-06 03:06:44,2023-05-06 03:08:48,finalizado
690,1,2,biociencias,doctorado,23.02,Comida,Fish and chips,2023-03-20 02:41:02,2023-03-20 04:16:10,finalizado
691,1,2,doctorado,filosofia,0.0,Biblioteca,Título de libro,2023-09-04 18:01:08,2023-09-04 22:46:21,finalizado
692,1,2,medicina,veterinaria,0.0,Biblioteca,Revista,2023-01-13 05:54:03,2023-01-13 07:39:03,activo
693,1,2,veterinaria,comunicacion,8.66,Tienda,Lámpara de escritorio,2023-06-26 22:23:13,2023-06-27 02:09:27,finalizado
694,1,2,biociencias,ciencias,3.53,Tienda,Mochila,2023-06-25 08:08:20,2023-06-25 14:49:36,finalizado
695,1,2,ingenieria,derecho,0.0,Biblioteca,Título de libro,2023-04-12 23:54:59,2023-04-13 02:57:39,finalizado
696,1,2,medicina,doctorado,24.16,Comida,Crepes,2023-05-30 18:07:32,2023-05-30 18:07:32,finalizado
697,1,2,filosofia,comunicacion,16.99,Comida,Calzone,2023-06-12 16:13:06,2023-06-12 17:41:03,espera
698,1,2,biociencias,ciencias,23.19,Comida,Crepes,2023-02-27 19:12:20,2023-02-27 20:05:48,finalizado
699,1,2,economia,filosofia,10.2,Comida,Hamburguesa,2023-02-10 23:51:53,2023-02-11 00:46:06,finalizado
700,1,2,doctorado,medicina,12.32,Comida,Burritos,2023-05-20 09:04:32,2023-05-20 09:46:04,finalizado
701,1,2,veterinaria,doctorado,12.45,Comida,Paella,2023-01-16 05:09:35,2023-01-16 05:09:35,finalizado
702,1,2,traduccion,psicologia,21.72,Comida,Tacos,2023-04-28 17:52:31,2023-04-28 20:50:17,finalizado
703,1,2,comunicacion,comunicacion,0.0,Biblioteca,Revista,2023-04-17 17:32:06,2023-04-17 19:39:09,activo
704,1,2,derecho,economia,17.43,Comida,Sopa de miso,2023-03-18 07:17:58,2023-03-18 07:17:58,finalizado
705,1,2,economia,veterinaria,7.08,Comida,Fish and chips,2023-08-11 04:28:48,2023-08-11 07:04:57,finalizado
706,1,2,ciencias,comunicacion,19.76,Comida,Pollo al curry,2023-06-23 13:01:38,2023-06-23 14:18:49,finalizado
707,1,2,ciencias,medicina,19.74,Comida,Tiramisú,2023-04-28 11:10:32,2023-04-28 12:02:19,finalizado
708,1,2,ingenieria,ingenieria,24.51,Comida,Hamburguesa,2023-01-21 13:29:15,2023-01-21 13:58:53,activo
709,1,2,ingenieria,ciencias,13.91,Comida,Chili con carne,2023-09-15 08:13:43,2023-09-15 09:19:36,finalizado
710,1,2,derecho,comunicacion,0.0,Biblioteca,Libro,2023-11-15 18:44:30,2023-11-15 19:51:18,finalizado
711,1,2,derecho,comunicacion,4.15,Tienda,Botella de agua,2023-08-16 08:02:42,2023-08-16 10:59:02,finalizado
712,1,2,traduccion,doctorado,8.65,Comida,Pasta carbonara,2023-06-26 09:44:40,2023-06-26 09:44:40,finalizado
713,1,2,doctorado,biociencias,10.0,Comida,Ensalada de frutas,2023-06-20 09:40:57,2023-06-20 10:10:12,finalizado
714,1,2,veterinaria,economia,0.0,Biblioteca,Guía,2023-01-11 21:23:40,2023-01-12 00:22:52,activo
715,1,2,ciencias politicas,psicologia,5.27,Tienda,Caja de herramientas,2023-08-18 13:46:08,2023-08-18 15:35:39,finalizado
716,1,2,doctorado,biociencias,6.14,Comida,Ensalada de frutas,2023-09-16 08:00:51,2023-09-16 08:58:47,finalizado
717,1,2,economia,psicologia,6.48,Comida,Hamburguesa,2023-06-19 16:55:29,2023-06-19 17:28:15,activo
718,1,2,economia,derecho,0.0,Biblioteca,Enciclopedia,2023-04-29 14:27:11,2023-04-29 15:26:51,finalizado
719,1,2,economia,ingenieria,0.0,Biblioteca,Libro,2023-01-18 03:05:54,2023-01-18 03:44:40,activo
720,1,2,ingenieria,psicologia,10.21,Comida,Burritos,2023-05-10 21:57:07,2023-05-11 01:35:03,finalizado
721,1,2,ciencias,doctorado,0.0,Biblioteca,Libro,2023-03-17 02:19:42,2023-03-17 06:01:48,finalizado
722,1,2,ingenieria,traduccion,8.65,Tienda,Cámara web,2023-03-29 00:06:38,2023-03-29 05:00:56,finalizado
723,1,2,doctorado,filosofia,6.92,Tienda,Botella de agua,2023-08-18 06:30:49,2023-08-18 08:54:58,activo
724,1,2,economia,veterinaria,22.75,Comida,Sushi,2023-05-27 17:44:55,2023-05-27 18:11:25,activo
725,1,2,medicina,ciencias,6.46,Comida,Hot dog,2023-08-11 15:39:20,2023-08-11 16:40:03,finalizado
726,1,2,biociencias,psicologia,4.2,Tienda,Cámara web,2023-10-05 01:33:26,2023-10-05 12:10:26,finalizado
727,1,2,filosofia,comunicacion,18.79,Comida,Crepes,2023-06-04 20:50:22,2023-06-04 21:49:11,activo
728,1,2,derecho,comunicacion,9.12,Comida,Wrap de pollo,2023-05-09 07:05:52,2023-05-09 07:05:52,espera
729,1,2,derecho,ciencias,1.82,Tienda,Mochila,2023-04-20 05:22:23,2023-04-20 07:04:27,finalizado
730,1,2,ingenieria,traduccion,6.76,Tienda,Pinturas al óleo,2023-08-19 22:18:46,2023-08-20 01:26:42,finalizado
731,1,2,ciencias,derecho,8.65,Comida,Albóndigas,2023-01-25 11:32:57,2023-01-25 14:04:20,espera
732,1,2,derecho,medicina,5.75,Tienda,Mochila,2023-05-07 13:57:03,2023-05-07 18:49:09,activo
733,1,2,doctorado,ciencias politicas,0.0,Biblioteca,Artículo académico,2023-11-05 11:23:07,2023-11-05 12:05:31,activo
734,1,2,traduccion,filosofia,7.64,Comida,Calzone,2023-06-05 01:54:41,2023-06-05 02:03:55,finalizado
735,1,2,medicina,filosofia,23.08,Comida,Tarta de manzana,2023-03-30 21:13:03,2023-03-30 21:30:49,activo
736,1,2,derecho,doctorado,16.53,Comida,Tortilla española,2023-02-13 03:52:31,2023-02-13 03:52:31,espera
737,1,2,veterinaria,ciencias politicas,0.0,Biblioteca,Revista,2023-09-23 05:58:14,2023-09-23 09:19:19,activo
738,1,2,medicina,veterinaria,8.48,Comida,Sushi,2023-07-03 16:54:24,2023-07-03 17:17:54,finalizado
739,1,2,medicina,ciencias politicas,0.0,Biblioteca,Libro,2023-01-12 18:58:42,2023-01-12 20:28:36,activo
740,1,2,ingenieria,doctorado,14.08,Comida,Crepes,2023-09-29 14:52:59,2023-09-29 14:52:59,finalizado
741,1,2,economia,doctorado,1.46,Tienda,Pinturas al óleo,2023-08-14 06:45:29,2023-08-14 11:39:30,finalizado
742,1,2,psicologia,biociencias,15.51,Comida,Sándwich de pollo,2023-05-19 08:38:42,2023-05-19 10:40:33,activo
743,1,2,doctorado,economia,9.14,Tienda,Caja de herramientas,2023-05-07 17:19:50,2023-05-07 20:09:39,activo
744,1,2,ciencias,psicologia,20.41,Comida,Tortilla española,2023-02-05 10:36:49,2023-02-05 10:36:49,finalizado
745,1,2,ciencias,ciencias,0.0,Biblioteca,Artículo académico,2023-02-06 16:16:18,2023-02-06 20:43:28,finalizado
746,1,2,ciencias politicas,traduccion,17.03,Comida,Empanadas,2023-10-31 03:04:44,2023-10-31 06:49:23,finalizado
747,1,2,biociencias,medicina,0.0,Biblioteca,Enciclopedia,2023-09-10 20:40:48,2023-09-11 00:27:49,finalizado
748,1,2,filosofia,doctorado,22.26,Comida,Tiramisú,2023-08-01 06:04:05,2023-08-01 06:07:16,activo
749,1,2,medicina,ciencias politicas,0.0,Biblioteca,Libro,2023-02-11 16:52:47,2023-02-11 20:49:27,activo
750,1,2,derecho,comunicacion,9.99,Tienda,Bolsa térmica,2023-09-11 18:32:24,2023-09-12 01:24:44,finalizado
751,1,2,ciencias politicas,economia,0.0,Biblioteca,Revista,2023-06-22 15:15:04,2023-06-22 17:07:19,espera
752,1,2,filosofia,filosofia,17.46,Comida,Sopa de miso,2023-11-16 23:48:27,2023-11-16 23:48:27,activo
753,1,2,biociencias,veterinaria,9.51,Comida,Pizza 4 quesos,2023-11-19 09:25:43,2023-11-19 10:27:04,finalizado
754,1,2,psicologia,economia,20.57,Comida,Tostadas con aguacate,2023-07-28 02:14:59,2023-07-28 02:14:59,finalizado
755,1,2,ingenieria,ciencias,4.39,Tienda,Teclado inalámbrico,2023-08-28 15:33:36,2023-08-28 18:42:36,finalizado
756,1,2,veterinaria,veterinaria,0.0,Biblioteca,Enciclopedia,2023-11-10 15:21:54,2023-11-10 15:33:59,finalizado
757,1,2,veterinaria,ciencias politicas,0.0,Biblioteca,Enciclopedia,2023-11-03 21:38:17,2023-11-04 04:22:03,activo
758,1,2,derecho,ingenieria,11.54,Comida,Tacos,2023-06-07 21:55:35,2023-06-07 22:19:17,finalizado
759,1,2,filosofia,psicologia,0.0,Biblioteca,Título de libro,2023-11-22 23:00:02,2023-11-22 23:31:45,activo
760,1,2,traduccion,medicina,0.0,Biblioteca,Artículo académico,2023-01-20 06:52:35,2023-01-20 10:11:36,activo
761,1,2,medicina,ingenieria,9.99,Comida,Wrap de pollo,2023-08-28 01:34:24,2023-08-28 03:45:05,finalizado
762,1,2,comunicacion,veterinaria,23.3,Comida,Empanadas,2023-05-14 02:30:49,2023-05-14 02:30:49,finalizado
763,1,2,psicologia,biociencias,17.98,Comida,Paella,2023-02-05 00:10:25,2023-02-05 00:10:25,finalizado
764,1,2,veterinaria,medicina,7.54,Tienda,Estación de carga,2023-07-01 09:25:10,2023-07-01 19:47:45,finalizado
765,1,2,traduccion,filosofia,8.69,Comida,Calzone,2023-06-20 00:12:28,2023-06-20 00:37:45,finalizado
766,1,2,derecho,comunicacion,9.78,Tienda,Bolsa térmica,2023-03-30 09:59:35,2023-03-30 18:26:07,finalizado
767,1,2,derecho,comunicacion,16.64,Comida,Pasta carbonara,2023-05-17 22:30:27,2023-05-17 23:20:31,espera
768,1,2,psicologia,doctorado,5.26,Comida,Albóndigas,2023-05-09 13:38:09,2023-05-09 14:28:29,finalizado
769,1,2,doctorado,filosofia,5.11,Comida,Sopa de miso,2023-10-01 18:32:36,2023-10-01 19:47:42,activo
770,1,2,ciencias,derecho,7.46,Tienda,Botella de agua,2023-06-03 05:20:57,2023-06-03 08:50:20,finalizado
771,1,2,ingenieria,medicina,19.06,Comida,Paella,2023-03-04 04:48:20,2023-03-04 04:48:27,finalizado
772,1,2,doctorado,filosofia,3.5,Tienda,Posits,2023-05-18 08:16:18,2023-05-18 20:25:26,finalizado
773,1,2,ingenieria,doctorado,10.7,Comida,Tostadas con aguacate,2023-04-06 14:15:09,2023-04-06 16:12:35,finalizado
774,1,2,ciencias politicas,derecho,6.23,Tienda,Maletín ejecutivo,2023-09-29 01:22:14,2023-09-29 02:20:01,activo
775,1,2,biociencias,doctorado,0.0,Biblioteca,Artículo académico,2023-04-22 19:35:06,2023-04-22 23:33:25,finalizado
776,1,2,veterinaria,comunicacion,0.0,Biblioteca,Revista,2023-08-13 03:36:54,2023-08-13 05:41:03,finalizado
777,1,2,comunicacion,traduccion,0.0,Biblioteca,Enciclopedia,2023-04-15 00:43:47,2023-04-15 00:52:59,finalizado
778,1,2,derecho,veterinaria,9.63,Comida,Pollo al curry,2023-05-19 16:38:29,2023-05-19 16:38:29,activo
779,1,2,comunicacion,economia,0.0,Biblioteca,Artículo académico,2023-01-27 02:18:41,2023-01-27 07:13:18,finalizado
780,1,2,comunicacion,economia,22.93,Comida,Poke bowl,2023-07-26 17:03:00,2023-07-26 17:03:00,finalizado
781,1,2,ciencias,ciencias,0.0,Biblioteca,Guía,2023-06-07 13:47:22,2023-06-07 15:06:00,espera
782,1,2,traduccion,medicina,8.16,Comida,Paella,2023-07-31 03:10:44,2023-07-31 03:11:31,finalizado
783,1,2,biociencias,economia,9.89,Tienda,Gafas de lectura,2023-07-14 15:46:22,2023-07-14 19:50:14,activo
784,1,2,derecho,traduccion,13.9,Comida,Burritos,2023-08-10 05:32:06,2023-08-10 05:32:06,finalizado
785,1,2,economia,doctorado,7.2,Comida,Sopa de miso,2023-01-14 17:28:34,2023-01-14 19:48:12,finalizado
786,1,2,comunicacion,doctorado,11.65,Comida,Pasta carbonara,2023-09-26 23:57:01,2023-09-27 02:46:56,finalizado
787,1,2,filosofia,ingenieria,4.17,Tienda,Pinturas al óleo,2023-02-16 04:02:52,2023-02-16 07:16:41,activo
788,1,2,veterinaria,traduccion,0.0,Biblioteca,Libro,2023-01-25 09:18:43,2023-01-25 12:42:17,activo
789,1,2,doctorado,traduccion,12.18,Comida,Burritos,2023-04-02 01:25:46,2023-04-02 01:32:13,finalizado
790,1,2,biociencias,ingenieria,0.0,Biblioteca,Guía,2023-08-17 00:53:49,2023-08-17 06:45:52,finalizado
791,1,2,derecho,traduccion,5.67,Tienda,Posits,2023-11-07 10:20:26,2023-11-07 11:42:59,espera
792,1,2,derecho,derecho,7.57,Comida,Tacos,2023-09-10 15:11:25,2023-09-10 15:23:28,finalizado
793,1,2,ingenieria,traduccion,12.09,Comida,Burritos,2023-09-30 22:24:16,2023-09-30 23:10:02,finalizado
794,1,2,comunicacion,comunicacion,11.94,Comida,Wrap de pollo,2023-03-14 03:22:14,2023-03-14 03:57:18,finalizado
795,1,2,comunicacion,ciencias,0.0,Biblioteca,Enciclopedia,2023-06-14 19:28:01,2023-06-14 20:30:15,espera
796,1,2,derecho,doctorado,18.16,Comida,Hamburguesa,2023-05-28 14:59:08,2023-05-28 16:44:16,finalizado
797,1,2,filosofia,comunicacion,0.0,Biblioteca,Revista,2023-03-14 18:34:35,2023-03-14 21:35:06,finalizado
798,1,2,biociencias,derecho,18.8,Comida,Hamburguesa,2023-02-16 07:52:27,2023-02-16 09:49:46,finalizado
799,1,2,comunicacion,doctorado,0.0,Biblioteca,Artículo académico,2023-03-03 20:35:42,2023-03-04 02:32:05,finalizado
800,1,2,comunicacion,derecho,6.85,Comida,Chili con carne,2023-04-16 06:58:11,2023-04-16 07:44:14,finalizado
801,1,2,traduccion,ingenieria,9.63,Comida,Hamburguesa,2023-01-29 00:49:47,2023-01-29 00:58:39,finalizado
802,1,2,filosofia,economia,10.49,Comida,Wrap de pollo,2023-02-04 06:35:18,2023-02-04 08:14:27,activo
803,1,2,economia,biociencias,8.14,Tienda,Auriculares inalámbricos,2023-08-19 11:31:57,2023-08-19 11:56:55,finalizado
804,1,2,derecho,medicina,15.39,Comida,Hot dog,2023-05-16 14:25:38,2023-05-16 15:23:09,finalizado
805,1,2,economia,traduccion,18.17,Comida,Sándwich de pollo,2023-08-02 10:09:05,2023-08-02 10:09:05,activo
806,1,2,psicologia,ciencias,0.0,Biblioteca,Enciclopedia,2023-01-23 02:56:55,2023-01-23 04:53:00,finalizado
807,1,2,psicologia,economia,23.77,Comida,Tostadas con aguacate,2023-09-17 15:23:20,2023-09-17 16:53:08,finalizado
808,1,2,veterinaria,doctorado,6.51,Comida,Sopa de miso,2023-01-03 01:14:02,2023-01-03 02:34:19,finalizado
809,1,2,ciencias,biociencias,5.66,Tienda,Estación de carga,2023-02-18 16:42:10,2023-02-18 18:41:36,activo
810,1,2,traduccion,doctorado,13.72,Comida,Sopa de miso,2023-07-15 22:39:17,2023-07-15 23:09:00,finalizado
811,1,2,filosofia,ciencias politicas,21.5,Comida,Wrap de pollo,2023-06-14 22:09:56,2023-06-14 22:13:41,finalizado
812,1,2,economia,comunicacion,18.69,Comida,Ensalada de frutas,2023-04-19 08:00:51,2023-04-19 08:26:07,finalizado
813,1,2,ciencias politicas,filosofia,9.55,Comida,Pollo al curry,2023-09-12 01:01:39,2023-09-12 03:39:21,finalizado
814,1,2,ciencias politicas,derecho,13.41,Comida,Pollo a la parrilla,2023-05-24 16:07:02,2023-05-24 16:32:07,activo
815,1,2,veterinaria,medicina,4.86,Tienda,Lámpara de escritorio,2023-10-20 03:25:38,2023-10-20 03:30:41,finalizado
816,1,2,veterinaria,economia,8.78,Comida,Hot dog,2023-08-01 06:26:37,2023-08-01 09:02:35,activo
817,1,2,ciencias politicas,veterinaria,1.13,Tienda,Botella de agua,2023-08-14 13:34:32,2023-08-14 17:52:47,finalizado
818,1,2,ciencias,ciencias,14.19,Comida,Hamburguesa,2023-04-19 20:45:02,2023-04-19 21:13:16,finalizado
819,1,2,ingenieria,ciencias politicas,19.55,Comida,Tiramisú,2023-04-04 11:37:55,2023-04-04 11:53:26,finalizado
820,1,2,ciencias politicas,medicina,0.0,Biblioteca,Enciclopedia,2023-03-02 03:43:46,2023-03-02 09:28:18,finalizado
821,1,2,medicina,medicina,15.56,Comida,Calzone,2023-08-28 17:51:54,2023-08-28 20:28:26,finalizado
822,1,2,veterinaria,ingenieria,0.0,Biblioteca,Guía,2023-09-07 23:02:26,2023-09-08 00:34:14,finalizado
823,1,2,derecho,biociencias,22.26,Comida,Pollo a la parrilla,2023-03-06 19:09:12,2023-03-06 20:37:01,finalizado
824,1,2,veterinaria,traduccion,9.2,Tienda,Lámpara de escritorio,2023-04-24 13:53:57,2023-04-25 06:11:26,finalizado
825,1,2,comunicacion,ingenieria,0.0,Biblioteca,Guía,2023-03-27 04:18:11,2023-03-27 09:05:07,finalizado
826,1,2,economia,psicologia,11.29,Comida,Ensalada de frutas,2023-11-12 09:12:00,2023-11-12 11:00:13,finalizado
827,1,2,medicina,ciencias politicas,0.0,Biblioteca,Título de libro,2023-02-10 12:11:32,2023-02-10 14:19:20,activo
828,1,2,filosofia,ciencias politicas,5.36,Comida,Tarta de manzana,2023-10-22 08:10:31,2023-10-22 08:46:39,activo
829,1,2,derecho,veterinaria,10.35,Comida,Crepes,2023-04-17 18:49:45,2023-04-17 18:49:45,finalizado
830,1,2,psicologia,ciencias,6.0,Comida,Poke bowl,2023-01-20 23:55:54,2023-01-21 00:35:19,finalizado
831,1,2,ciencias politicas,doctorado,6.49,Comida,Pollo a la parrilla,2023-01-04 00:38:20,2023-01-04 02:50:43,activo
832,1,2,psicologia,comunicacion,0.0,Biblioteca,Artículo académico,2023-02-14 15:03:13,2023-02-14 18:14:53,finalizado
833,1,2,filosofia,traduccion,5.02,Comida,Sopa de miso,2023-05-11 05:23:04,2023-05-11 05:27:55,finalizado
834,1,2,comunicacion,ingenieria,8.41,Comida,Tarta de manzana,2023-03-14 17:02:14,2023-03-14 17:02:14,finalizado
835,1,2,economia,comunicacion,17.44,Comida,Bagel,2023-02-12 04:38:41,2023-02-12 06:50:56,finalizado
836,1,2,filosofia,ciencias,14.42,Comida,Fish and chips,2023-04-13 20:50:51,2023-04-13 20:50:51,finalizado
837,1,2,economia,ciencias,23.28,Comida,Empanadas,2023-01-31 03:55:58,2023-01-31 06:15:29,finalizado
838,1,2,ciencias politicas,psicologia,0.0,Biblioteca,Enciclopedia,2023-09-21 04:57:59,2023-09-21 10:33:26,finalizado
839,1,2,traduccion,doctorado,9.22,Comida,Pizza 4 quesos,2023-05-25 17:47:28,2023-05-25 18:53:34,activo
840,1,2,biociencias,comunicacion,11.25,Comida,Ramen,2023-04-24 01:16:37,2023-04-24 01:44:26,activo
841,1,2,derecho,veterinaria,14.06,Comida,Pizza 4 quesos,2023-02-17 04:36:01,2023-02-17 06:28:33,finalizado
842,1,2,comunicacion,economia,5.74,Comida,Burritos,2023-11-07 22:11:38,2023-11-07 22:29:58,finalizado
843,1,2,ingenieria,traduccion,1.82,Tienda,Mochila,2023-10-30 05:08:50,2023-10-30 10:26:54,espera
844,1,2,biociencias,biociencias,2.73,Tienda,Estación de carga,2023-09-12 20:55:51,2023-09-13 06:47:16,finalizado
845,1,2,traduccion,psicologia,13.37,Comida,Tiramisú,2023-11-12 01:08:55,2023-11-12 04:42:33,activo
846,1,2,ciencias politicas,biociencias,6.7,Tienda,Mochila,2023-10-19 11:13:59,2023-10-19 16:21:14,finalizado
